Product name,Price,Image URL,Scroll batch,SKU,Description,Detail URL
Josie Yoga Jacket,$56.25 ,https://scrapingcourse.com/ecommerce/wp-content/uploads/2024/03/wj02-gray_main.jpg,9,WJ02,This is a variable product called a Josie Yoga Jacket,https://scrapingcourse.com/ecommerce/product/josie-yoga-jacket
Josie Yoga Jacket,$56.25 ,,9,N/A,N/A,
Augusta Pullover Jacket,$57 ,https://scrapingcourse.com/ecommerce/wp-content/uploads/2024/03/wj03-red_main.jpg,9,WJ03,This is a variable product called a Augusta Pullover Jacket,https://scrapingcourse.com/ecommerce/product/augusta-pullover-jacket
Augusta Pullover Jacket,$57 ,,9,N/A,N/A,
Ingrid Running Jacket,$84 ,https://scrapingcourse.com/ecommerce/wp-content/uploads/2024/03/wj04-white_main.jpg,10,WJ04,This is a variable product called a Ingrid Running Jacket,https://scrapingcourse.com/ecommerce/product/ingrid-running-jacket
Ingrid Running Jacket,$84 ,,10,N/A,N/A,
Riona Full Zip Jacket,$60 ,https://scrapingcourse.com/ecommerce/wp-content/uploads/2024/03/wj05-brown_main.jpg,10,WJ05,This is a variable product called a Riona Full Zip Jacket,https://scrapingcourse.com/ecommerce/product/riona-full-zip-jacket
Riona Full Zip Jacket,$60 ,,10,N/A,N/A,
Juno Jacket,$77 ,https://scrapingcourse.com/ecommerce/wp-content/uploads/2024/03/wj06-purple_main.jpg,10,N/A,N/A,https://scrapingcourse.com/ecommerce/product/juno-jacket
Juno Jacket,$77 ,,10,N/A,N/A,
Inez Full Zip Jacket,$59 ,https://scrapingcourse.com/ecommerce/wp-content/uploads/2024/03/wj07-purple_main.jpg,10,N/A,N/A,https://scrapingcourse.com/ecommerce/product/inez-full-zip-jacket
Inez Full Zip Jacket,$59 ,,10,N/A,N/A,
Adrienne Trek Jacket,$57 ,https://scrapingcourse.com/ecommerce/wp-content/uploads/2024/03/wj08-gray_main.jpg,10,WJ08,This is a variable product called a Adrienne Trek Jacket,https://scrapingcourse.com/ecommerce/product/adrienne-trek-jacket
Adrienne Trek Jacket,$57 ,,10,N/A,N/A,
Jade Yoga Jacket,$32 ,https://scrapingcourse.com/ecommerce/wp-content/uploads/2024/03/wj09-green_main.jpg,10,WJ09,This is a variable product called a Jade Yoga Jacket,https://scrapingcourse.com/ecommerce/product/jade-yoga-jacket
Jade Yoga Jacket,$32 ,,10,N/A,N/A,
Nadia Elements Shell,$69 ,https://scrapingcourse.com/ecommerce/wp-content/uploads/2024/03/wj10-yellow_main.jpg,10,WJ10,This is a variable product called a Nadia Elements Shell,https://scrapingcourse.com/ecommerce/product/nadia-elements-shell
Nadia Elements Shell,$69 ,,10,N/A,N/A,
Neve Studio Dance Jacket,$69 ,https://scrapingcourse.com/ecommerce/wp-content/uploads/2024/03/wj11-blue_main.jpg,10,WJ11,This is a variable product called a Neve Studio Dance Jacket,https://scrapingcourse.com/ecommerce/product/neve-studio-dance-jacket
Neve Studio Dance Jacket,$69 ,,10,N/A,N/A,
Olivia 1/4 Zip Light Jacket,$77 ,https://scrapingcourse.com/ecommerce/wp-content/uploads/2024/03/wj12-blue_main.jpg,10,N/A,N/A,https://scrapingcourse.com/ecommerce/product/olivia-1/4-zip-light-jacket
Olivia 1/4 Zip Light Jacket,$77 ,,10,N/A,N/A,
Karmen Yoga Pant,$39 ,https://scrapingcourse.com/ecommerce/wp-content/uploads/2024/03/wp01-gray_main.jpg,10,WP01,This is a variable product called a Karmen Yoga Pant,https://scrapingcourse.com/ecommerce/product/karmen-yoga-pant
Karmen Yoga Pant,$39 ,,10,N/A,N/A,
